AuthorId,PaperIds,Usage
1946824,738217,PublicTest
1950044,69070 85065 99660 105230 109472 120106 124185 134113 135763 152159 212678 256793 258720 305296 336294 363906 403825 432151 432264 459948 495987 588369 611640 665787 681773 708400 896087 912992 1017710 1022184 1045443 1096698 1098041 1099079 1196540 1201316 1202113 1230877 1265426 1314178 1349341 1353220 1367582 1376518 1414659 1433063 1434519 1530896 1605504 1615679 1684707 1862446 1867005 1900674 1942553 1994078 2011327 2087304 2165763 2166476 2187793 2197969 2233431 2233852,PublicTest
1951746,16719 36904 55971 94431 247523 278399 292345 310123 356538 415091 533959 548838 676396 710691 730471 756733 810840 950999 979277 982279 1005201 1039971 1043750 1087814 1091506 1114648 1188011 1211753 1302537 1319463 1319488 1353397 1422031 1440618 1474029 1559069 1725322 1732965 1747337 1768909 1804635 1815341 1956485 2037842 2151396 2236453 2253371,PublicTest
1952921,66495 95910 104050 136391 181960 183208 186049 191645 195322 283568 298073 311094 313756 320451 355758 380469 399770 436062 437105 506124 536102 571706 580448 585485 602702 637170 646220 669705 672390 694179 729404 734439 744724 748213 764131 812050 864949 881978 907026 910821 915134 963850 994354 1017181 1052658 1084886 1179474 1203382 1210526 1221866 1228818 1327338 1369417 1377151 1387927 1391101 1402555 1416494 1449896 1490250 1494041 1494137 1507757 1510257 1536669 1546383 1553651 1577841 1590424 1629128 1638805 1656458 1657482 1661817 1716365 1725616 1735380 1778440 1793922 1839073 1849764 1856007 1897935 1899919 1973719 1996582 2058225 2101710 2112793 2173299 2256639,PublicTest
1953621,12599 122773 137938 479154 511348 537452 767248 937399 948635 962184 1124847 1166578 1443960 1741231,PublicTest
1954194,322751 1508778 1936020 2083558,PublicTest
1958148,62814 209642 237141 256445 314009 412555 552785 639200 891966 917031 932870 1232211 1523151 1540224 1633587 1647989 1674654 1747307 1787730 1842105 1872596 1946266 2010399 2034761 2057382 2140310,PublicTest
1959199,17451 28902 155695 224248 236181 241798 258800 269243 274147 382616 596168 624806 627105 646107 683644 711522 775695 790846 922651 945306 954677 961259 978501 1075011 1299261 1465789 1498775 1608288 1626923 1672884 1719204 1722491 1733283 1764644 1782286 1833891 1834235 1860008 1893229 1970689 2043852 2048725 2085372 2195871,PublicTest
1960995,49094 329237 712144 726915 997002 1881094,PublicTest
1962753,101265 184979 204048 261898 409289 528425 2011490,PublicTest
1963039,53684 61758 92131 149561 177658 221683 277021 506969 526962 555693 724268 814185 923848 953603 1013820 1034070 1265386 1342107 1402784 1520797 1636272 1703780 1880250 2027757 2054023 2075592,PublicTest
1964477,5784 6626 117705 155240 179610 250688 387310 429145 459923 501251 629410 698887 796483 826974 929788 929799 931930 957226 972131 993582 1071323 1083609 1150054 1157994 1239131 1270843 1323338 1335906 1533775 1563397 1584130 1625038 1698813 1750699 1773771 1815915 1921393 1930071 1977878 1981379 2016372 2052952 2114820 2140045 2166903,PublicTest
1965498,39170 348614 402079 631313 720466 1186461 1196403 1629508 1636071 1835235 2024249 2074835 2217021,PublicTest
1965759,493169 679904 1209303 1788832 1814855 1866281,PublicTest
1966260,1761 24483 47021 109294 152632 160632 305168 318132 375333 394664 427869 452669 455981 481833 504795 544400 549464 557271 582389 760687 768360 841307 865397 891817 897420 925588 932519 963539 992821 1046739 1058715 1147452 1158770 1186947 1194450 1195490 1200295 1289537 1339972 1420706 1422100 1428285 1451381 1479474 1500572 1507015 1569678 1570493 1590971 1606421 1638942 1690946 1742555 1798927 1855849 1878135 1878426 1976368 2001886 2058393 2060747 2070575 2075700 2180195 2188368 2254588,PublicTest
1967313,2110 54783 312151 1232289,PublicTest
1970715,16794 35705 49191 52558 52772 167457 213272 213856 220825 221307 272694 442452 494386 496109 500964 506458 516665 568496 593090 619800 673036 684682 697981 719411 748650 790001 831180 901768 912871 918612 961696 990023 1003890 1006239 1006948 1007614 1030290 1037678 1163019 1215788 1240902 1261508 1321228 1345671 1363404 1370476 1414911 1445256 1510593 1621299 1701944 1781628 1794596 1810161 1812931 1846101 1891953 1938061 1963848 2006028 2040925 2056823 2091351 2111329 2165613 2196340 2254587,PublicTest
1973314,92058 107246 123461 143240 176309 210173 264286 303992 362614 385032 455210 479489 512815 516645 611323 614952 637876 724276 828662 840836 841348 882190 953596 962863 964399 970836 1056823 1089479 1094538 1122900 1176379 1178181 1207260 1254374 1266516 1275637 1288980 1330403 1336130 1342149 1500162 1553969 1559440 1584371 1601445 1606654 1652270 1656792 1691187 1701666 1830775 1857551 1933885 1949529 2069302 2135153 2220050 2241088,PublicTest
1974497,1490097,PublicTest
1975715,157910 282211 683078 2131982,PublicTest
1981058,127888 150250 157483 178234 625244 796615 906435 993620 1255330 1367637 1409856 1552674 1595015 1731107 1836643,PublicTest
1981801,108920 928158 1398378 2017154 2150692,PublicTest
1985974,37239 1275419,PublicTest
1986007,105429 879828 1219089 1715150,PublicTest
1987583,161521 832012 866326 972078 1232220 1579518 1590929 1618976 1695252 1868092 2004666 2218385,PublicTest
1988933,1439366 1548391,PublicTest
1990910,60684 75604 105156 109262 111413 114433 140044 166075 185483 220556 245447 249368 299221 325334 354665 509669 536640 565227 566260 636884 670927 718517 740234 762602 803068 856240 863453 866282 892958 899075 901443 909687 935723 971627 976140 997225 1000020 1016242 1021561 1056578 1066683 1075046 1081934 1095548 1105496 1142944 1149518 1165907 1184270 1193954 1205112 1248487 1249494 1273109 1294184 1294226 1311869 1323448 1341383 1347395 1360140 1378348 1425671 1456542 1462215 1467907 1477849 1497137 1531668 1543774 1547462 1711073 1727113 1762233 1781190 1806392 1842608 1860505 1866504 1875875 1929556 1941040 1970656 2006133 2050582 2065554 2074527 2089716 2144595 2147045,PublicTest
1992637,623605,PublicTest
1993245,40590 70787 75638 511251 563118 650768 729748 814680 836894 913743 974964 1243438 1282693 1313038 1369123 1372856 1461654 1656159 1749916 1905496 1934835 1961327 1993641 2017344 2025322 2060437 2208786 2209473 2245110,PublicTest
1993888,14024 19328 29265 107042 125929 144864 164291 209723 341446 385899 397403 417677 423768 497334 514311 542845 692342 715155 716342 740005 751122 760888 771634 786144 799896 824125 847869 882731 887909 894123 897783 942372 966122 1007025 1042461 1093940 1110648 1116347 1121705 1124673 1148178 1168132 1181998 1203441 1243031 1262014 1277100 1301010 1421997 1426889 1436133 1462151 1462794 1489764 1516071 1527868 1632785 1670952 1676544 1738869 1795023 1827461 1828410 1917183 1953129 1956020 2028725 2033211 2065417 2113604 2121078 2126562 2128141 2148422 2168522 2199606 2208466 2240591,PublicTest
1995046,9657 121334 152112 189274 217405 543178 810476 1463691 1611696,PublicTest
2002036,3841 19718 21023 55424 76291 79754 102154 155820 163972 183873 186939 188287 193940 224432 225024 230140 250977 251939 256818 261059 263172 284961 296300 297571 305548 306922 311949 312300 317091 340394 377873 386742 387894 406765 412258 428700 432834 445502 458886 460725 463276 473200 484223 491887 508842 508941 543571 548774 557299 602315 614445 626922 657423 667073 670965 671609 681917 707707 718192 723090 724608 749235 789218 803838 812269 814091 814179 842153 852255 854908 861443 861977 868139 871195 883639 923700 930098 934753 969530 972154 976306 1004249 1014297 1017445 1048732 1059472 1085120 1093663 1146504 1207569 1216910 1231607 1236506 1269017 1289908 1290022 1292125 1294913 1296646 1298613 1301446 1346460 1416722 1428130 1428731 1435482 1446697 1467992 1478194 1481583 1487421 1511370 1519552 1519680 1530403 1553540 1561066 1578702 1592570 1594830 1595760 1611486 1645118 1666699 1671662 1703590 1729242 1729732 1736465 1742049 1758829 1765365 1775564 1786710 1792555 1801454 1808209 1828921 1849708 1851559 1852845 1861041 1875009 1875732 1878043 1882057 1903285 1946909 1948005 1957482 2024783 2041002 2041267 2048700 2061029 2076766 2091244 2100633 2113716 2149917 2150699 2166268 2169721 2202109 2216644 2222055 2223708 2231796 2237792 2253328,PublicTest
2002249,60 21692 64695 76354 109942 127896 161072 164362 190762 198938 204117 244072 281903 314625 316006 336711 392454 402422 439085 440273 474092 484088 504440 524108 566406 600871 609817 674616 675337 680562 786601 810251 817416 864354 890344 895119 904439 1020884 1047991 1066653 1117553 1129559 1151668 1257500 1258094 1380060 1391757 1419360 1419804 1423494 1436244 1446938 1482828 1540223 1587435 1615498 1623192 1634233 1646953 1647696 1658078 1688827 1704031 1781782 1795793 1856822 1872609 1881881 1892185 1894503 1899431 1910858 1917943 1972316 2027673 2035317 2046914 2121113 2183674 2199595 2217155 2230196 2252909,PublicTest
2002607,80906 176533 334735 362549 518800 648578 949161 1168904 1613777 1860948,PublicTest
2003994,50053 206951 871350 965613 1116607 1150805 1194712 1303537 1371320 1414977 2087862 2152958 2153060,PublicTest
2006178,125918 315610 396132 443902 484280 495131 654034 809871 854427 932724 986360 1007095 1084147 1299134 1308280 1346730 1493292 1515491 1659089 1681977 1985655 2038482 2145223 2164905 2202507 2248515,PublicTest
2008976,961030 992812 1352407,PublicTest
2009039,331995 454968 831383 855160 1143574 1158063 1270893 1478994 1551769 1565995 1980801,PublicTest
2009587,113739 124318 124318 124318 124318 241037 248080 248080 248080 248080 254823 272070 272070 272070 272070 534053 579611 579611 579611 579611 588551 588551 588551 588551 663313 663313 663313 702909 798646 825572 825572 825572 825572 863509 1034002 1034002 1034002 1034002 1048001 1190133 1190133 1190133 1190133 1268996 1284543 1319415 1495328 1522891 1522891 1522891 1522891 1526637 1580030 1647804 1696629 1752009 1752009 1752009 1752009 1763998 1763998 1763998 1763998 1792350 1806968 1806968 1806968 1806968 1864395 1874856 1874856 1874856 1874856 1986928 2002483 2070052 2083523 2106472 2106472 2106472 2106472 2121211 2123539 2125109 2142851 2142851 2142851 2142851 2250831 2250831 2250831 2250831,PublicTest
2011636,383471 1530859 1768613 1823783 1900153 2044165,PublicTest
2011922,1485553 1777953,PublicTest
2012568,1440718,PublicTest
2013483,38235 47355 56036 108720 185978 225062 275012 302600 305812 366371 386929 405945 418148 464494 482159 490424 556093 575483 578440 606122 620113 698785 706448 722632 761101 814051 885044 927839 967987 979442 984638 989761 992397 1005037 1183719 1294375 1331847 1503331 1548021 1682824 1698711 1705720 1773425 1841087 2001303 2012210 2108742 2124555 2164886,PublicTest
2014155,3514 130650 159737 284757 291662 566916 576988 594527 1441952 1798152,PublicTest
2014312,52618 78282 136295 143849 150237 390195 649989 696414 799494 864877 915247 952845 967149 1176049 1262271 1298290 1342066 1343545 1393607 1488007 1598518 1687029 1780521 1951008 1984506 2058982 2116897 2176695,PublicTest
2016399,1037297 1133324 1935587,PublicTest
2019919,369303 734667 1402810 1579356 1767215,PublicTest
2023538,395528 425427 514892 587021 602811 908841 1039653 1040549 1123172 1379249 1435499 1502612 1648228 1649720,PublicTest
2026044,517237 607726 895476 956416 1031715 1049565 1105964 1138906 1670078 2119485 2166114,PublicTest
2027054,31319 75080 222933 844957 844957 1174878 1533190 1793096 1802483 1905929 2020844 2045091 2092530,PublicTest
2027471,8102 1226222,PublicTest
2027855,22487 27783 50060 51875 75071 79409 92792 103132 124548 124641 172342 203698 219605 231557 246206 269107 289706 294697 307080 321705 321891 323492 340446 350411 354846 357137 366056 403642 412913 425880 478238 522664 533498 538091 579221 586348 588333 619578 640149 660250 686205 713688 786623 809952 850262 872576 886705 892628 895263 905634 926426 939481 948196 983538 1061335 1079170 1087038 1095443 1103193 1105579 1111971 1112628 1133568 1170909 1181429 1205330 1211837 1219715 1230803 1240370 1338506 1372981 1389384 1389633 1390978 1412623 1432593 1437388 1512460 1533787 1601883 1608926 1617815 1636628 1715950 1722240 1765912 1768245 1771494 1784739 1793684 1807924 1811351 1834619 1847318 1849423 1853207 1872886 1878737 1954086 1954575 1994148 2007139 2007261 2010824 2069751 2091751 2102674 2128561 2167626 2176997 2226753 2232026 2242924,PublicTest
2030604,294039 837221,PublicTest
2030657,154792 277308 399202 556754 1000117 1265657 1339765 1807987,PublicTest
2032710,221265 548278 627610 718016 840255 908212 1323839 1401185 1641958 1664798 2034951 2062877 2148554,PublicTest
2033690,227811 240132 279613 288115 390586 483021 505640 541090 609472 667682 670867 675170 736113 915768 953854 1114404 1118546 1193676 1230700 1233013 1448705 1554183 1593037 1721078 1790695 1836529 1849236 1905578 1931866 1939074 2068417,PublicTest
2038620,3505 68159 229136 234942 249860 282922 358106 399400 475469 515227 553935 560072 571031 626446 645861 694896 736767 804807 880073 881374 950469 1012231 1024666 1122069 1232142 1248644 1290884 1359109 1371121 1391333 1531757 1543655 1574163 1657229 1684327 1731255 1750092 1882414 1966818 1973017 1981791 2001742 2038907 2123240 2210753,PublicTest
2043287,46151 59231 60520 74252 132220 147483 204727 220311 229218 250598 254629 259439 309437 367209 395239 407524 421939 428735 439038 455056 544014 562971 653745 699387 731242 840199 923150 938088 990962 1002041 1060867 1070612 1098903 1167736 1175534 1189177 1237473 1260880 1309845 1324887 1382324 1425468 1534044 1538423 1621905 1676364 1839492 1882016 1885005 1929830 1958452 2142452 2144087 2167851,PublicTest
2045676,1354 25362 25705 109423 173463 194873 201262 232099 303153 339040 398401 450619 472582 515613 535506 539845 676139 699908 845025 888890 906677 917016 917360 940958 988976 1009187 1043556 1065320 1107591 1121824 1157638 1189087 1193008 1203466 1306516 1340183 1439331 1463840 1515866 1545605 1549292 1569739 1612317 1675001 1711230 1727860 1761605 1873899 1903957 1910484 1925593 1926813 1971659 1992682 2034112 2036586 2063571 2134190 2146265 2146574 2206732 2213290,PublicTest
2046428,33535 73709 78824 117403 175985 214721 217568 289900 526170 560642 683300 695289 752331 762604 874479 902018 937886 945148 948571 961864 974220 1174935 1196142 1199647 1207897 1227341 1231172 1269735 1274287 1324902 1365371 1402043 1415931 1575304 1579257 1579660 1653706 1688271 1692052 1848585 1898458 1911895 1940702 1976096 2162644 2185288 2249864,PublicTest
2047722,620 13561 456826 579595 696454 742079 804492 913310 1101202 1130500 1135450 1374750 1916653 1982786 2082469 2092620,PublicTest
2049877,504723 658880 736170 822191 899124 1055628 1060950 1133878 1266111 1884419 2029205,PublicTest
2050639,18486 37009 93074 166867 936483 1345104 1732418 1811998 2046733,PublicTest
2051353,19867 25862 30582 41565 47637 52830 64036 66156 72910 97342 105031 109244 125986 131347 143787 153686 157168 160629 167078 171714 177434 198323 206308 232747 243855 245539 246105 249671 268860 300069 307761 315208 321002 322357 324589 329812 339966 344023 345793 358418 368984 372815 415574 482435 483747 490742 495132 507506 507946 518422 553018 554587 560766 568477 570189 596628 599654 623550 629645 629982 636053 677446 693054 693593 699855 724349 741768 747941 764289 786412 797283 798501 825349 835897 838063 850447 861955 862001 869637 880322 904332 909878 917084 946086 946450 956251 984035 1008936 1018362 1023115 1057434 1076496 1093673 1101294 1117299 1132142 1155910 1159890 1166717 1167631 1170205 1180656 1189602 1208775 1214638 1232232 1247875 1249588 1254904 1261640 1290284 1294158 1296087 1300072 1321414 1324422 1344654 1344845 1347279 1365268 1368186 1371916 1397474 1406580 1409524 1414300 1417324 1418130 1439221 1441503 1446728 1447231 1448978 1458764 1480119 1482341 1492652 1501214 1508113 1529518 1544705 1548980 1554578 1555330 1595731 1605163 1617135 1619789 1620233 1640009 1642258 1647075 1649043 1678260 1687221 1694718 1698288 1713618 1713974 1717640 1719174 1729171 1734069 1747418 1764377 1798407 1802801 1840462 1852392 1886842 1895488 1906253 1915097 1932016 1932438 1940316 1949402 1951465 1955444 1962962 1963620 1972873 1976984 1992973 1995452 2010561 2014952 2070722 2119777 2130510 2130644 2140013 2144500 2173885 2175256 2190210 2190836 2195298 2213448 2218746 2221985 2231021 2241789,PublicTest
2053312,38965 126681 471564 476073 750720 766572 810234 960054 1017613 1039669 1541936 1793861 1930960 1986977 2223095,PublicTest
2054653,8061 18371 71056 159685 208830 237825 284525 313703 318643 436984 466737 487375 494876 514694 537464 542393 583099 611514 643369 645011 667498 681207 681490 701569 739950 791738 830926 884643 903165 929993 957697 972647 1030367 1078467 1087514 1104413 1118357 1142625 1160836 1214395 1218936 1257980 1300629 1367908 1418922 1434732 1434898 1481108 1494376 1527261 1552592 1619896 1669195 1683542 1707714 1714989 1736607 1813279 1814300 1845153 1855391 1859539 1963193 1991475 2002115 2018121 2026907 2044807 2067273 2082885 2180555 2225334 2242200,PublicTest
2055869,145210 214181 531055 555170 683718 1138186 1152063 1152472 1222189 1242099 1285303 1400752 1494387 1817544 1841213 1843467 1877197 1934226 1949740 1967165 2091027 2171245 2242728,PublicTest
2057820,389809,PublicTest
2058182,4130 11049 47786 56980 72861 79229 127040 251410 251446 288575 290416 291921 307500 326106 369767 381885 408814 418455 464437 467048 482171 498835 502019 519703 578815 605422 610994 638980 640910 666908 672032 688332 704510 724232 745768 787796 800322 826472 831876 838836 867711 918998 946491 976478 1001728 1051033 1095397 1118052 1120637 1137291 1144040 1177129 1193061 1195241 1196111 1196441 1229845 1239883 1241075 1253963 1260283 1278312 1312466 1339181 1342074 1431830 1432471 1446392 1453730 1499645 1572250 1611133 1622500 1626290 1667065 1685182 1725141 1745077 1787531 1819772 1825076 1855882 1896715 1901673 1904269 1951429 1967190 1970503 1984126 1994139 2096955 2129136 2183020 2212688 2224865 2258811,PublicTest
2060178,4035 37139 40562 93168 150645 228726 247636 269343 325150 370195 404486 468978 514465 615977 669109 675439 680900 683496 685688 694001 735407 767499 811209 820511 826099 827709 852287 864800 874667 918596 919799 936320 986728 988980 1018378 1022627 1032937 1038971 1065436 1067633 1071304 1095161 1118765 1157825 1158530 1163584 1242456 1244451 1259919 1274493 1280554 1281292 1326706 1375343 1390426 1412192 1435399 1445232 1455392 1493751 1506851 1619990 1642820 1657150 1682971 1700940 1871630 1901427 1957628 1971039 2002798 2005542 2006873 2043653 2090033 2117958,PublicTest
2060761,135102 661293 945447 1122593 1608024 2031976,PublicTest
2061178,1413130,PublicTest
2064527,217980 223203 442591 451610 510687 594706 719774 891044 934549 967684 1020740 1079500 1150626 1285219 1300189 1416362 1506906 1524869 1621135 1697799 1831041 1911255 1925020 1948482 1953907 1968479,PublicTest
2067288,4868 165790 255339 352088 359348 372175 379105 451423 598713 631939 687135 820727 909231 936553 1053949 1059285 1067328 1217018 1259144 1664437 1704207 1809610 2091267 2113017 2163859 2256794,PublicTest
2067944,150624 372433 1190633 1204105 1534095 1894957 2060245,PublicTest
2069384,31014 119338 147724 376184 382192 487383 637387 1005958 1210138 1569292 1607622 1685883 1837724 1966924 2123365 2136687 2187428,PublicTest
2069934,19262 26249 84915 111800 149863 171592 183997 275013 285638 341718 350139 415688 427208 437805 474706 531359 574410 595367 601204 612421 647957 742656 753944 787333 803182 806490 917575 919809 934989 1081066 1102873 1120891 1188171 1218934 1222926 1248100 1348623 1397961 1414764 1455378 1485477 1532654 1544416 1588646 1623064 1659859 1743630 1768593 1815765 1825405 1917195 1927760 1975910 1982166 2002351 2046598 2063728 2117087 2132299 2163650 2188261 2240397,PublicTest
2072280,45290 103171 392136 404234 434337 455364 797836 943831 977679 1196208 1256368 1397722 1497170 1534932 1635413 1652021 1655464 1754565 1828220 1951901 2008694 2054756,PublicTest
2073851,12313 33249 78083 130542 149932 155597 187778 215615 245771 257750 274357 312236 338231 355765 446880 500706 521090 589480 603594 616506 621355 624647 634329 651905 892015 904182 923152 968126 975970 1028939 1044679 1045668 1059816 1104308 1127266 1135963 1216916 1271035 1283531 1384318 1393046 1405561 1451726 1483440 1504330 1506703 1520210 1550839 1584480 1643062 1656349 1703968 1778356 1809121 1819964 1827966 1844516 1845525 1852561 1858506 1941018 2033799 2114813 2156698 2164882 2168574 2171281 2206250 2241968,PublicTest
2075082,17482 140107 169210 297985 363669 375499 418121 569684 653268 681222 759374 885649 1103743 1176391 1195118 1231893 1339213 1352306 1354973 1540686 1560756 1620142 1626396 1693438 1716641 1868457 1984321 1986067 1992665 2053861 2105970 2257844,PublicTest
2076524,73488 99551 273584 317691 333578 357874 483834 694426 864850 962048 992571 1069351 1151595 1162707 1165530 1251032 1268551 1305686 1410455 1503392 1645225 1651162 1784471 1865128 2044841 2103140 2159772 2243551,PublicTest
2076854,172375 175587 1874072 1880379 1939873 2202821,PublicTest
2077291,30315 63354 86145 259182 329384 348127 371145 386572 521404 737923 785346 920102 982322 997616 1030339 1044449 1078494 1378687 1389519 1499468 1507216 1544955 1569574 1804786 1914505 1995639 2004007 2015384 2072495 2133591 2183110,PublicTest
2077456,609192 762776 2001829,PublicTest
2079578,3247 49164 81992 336334 346143 442893 474199 482072 506805 721898 767236 818213 836355 951023 971895 1021204 1080863 1151513 1161593 1175341 1190981 1211695 1419189 1441599 1503995 1534212 1569088 1896086 1908554 1976171 2017352 2127465 2150682,PublicTest
2080775,280462 1047104 2200312,PublicTest
2082410,81320 107997 241431 270803 296877 386825 615511 624653 759465 1088035 1105071 1226005 1348331 1381801 1431811 1518440 1552407 1562987 1600840 1638310 1676418 1747183 1784619 1868398 1974411 1977748 2031656 2105133 2143260 2179246,PublicTest
2082856,9357 9681 13874 72040 100830 138291 161771 185822 187117 207923 212262 280494 306469 312435 317275 361210 375072 409929 414602 414917 485021 527595 556125 631516 645990 676085 685649 707122 710037 722981 744875 754347 772732 789431 790905 791667 844011 847713 911635 919312 927372 976946 1080063 1101509 1112765 1123781 1177526 1179432 1210619 1228606 1246619 1261083 1264759 1282766 1290746 1302812 1350748 1352056 1395086 1409109 1421210 1452046 1463755 1474112 1478244 1497208 1561455 1633247 1652949 1670332 1701926 1717547 1718258 1787759 1809816 1816761 1817493 1855309 1856034 1925390 1932991 1976545 1980189 1986270 1989426 2005943 2020371 2024799 2097960 2099408 2122125 2176708 2185830 2208227 2243069 2257172,PublicTest
2087195,1247975 2030958,PublicTest
2088858,779265,PublicTest
2090857,149965 216617 428683 550840 563329 707094 725290 727698 731438 820887 965602 1190854 1219312 1236430 1308244 1404899 1463915 1479633 1490780 1537468 1755051 1979085 2018902 2070397 2095655 2130011 2248123,PublicTest
2091159,31491 79954 120269 320595 355591 526134 599738 600863 876267 948579 963745 1210773 1231458 1358726 1389192 1401686 1458155 1617843 1639787 1884666 1907415 1928144 1955509 2063455 2090952 2138140 2144674 2192924,PublicTest
2093194,1111926 1804572 1914622 1961431,PublicTest
2097191,137006 140911 712822 1006071 1022619 1156627 1156627 1285562 1529125 1665853 1665853 1741938 1769741 1852004 2028142,PublicTest
2098751,337873 872700 1135051 1237070 1292152 1474463,PublicTest
2099800,295980 315183 1039568,PublicTest
2100627,900814 1683988,PublicTest
2101906,414760 2109658,PublicTest
2102068,895364 1068732 1466417 1569413 2160364,PublicTest
2104620,17968 47990 64751 135280 148236 164790 202939 204650 208472 253321 269466 270820 272481 273131 313888 349231 439434 442579 444643 454435 474681 546580 595966 605919 657764 666092 694746 762368 764580 815707 843385 848082 883956 902120 925520 944617 1002542 1028958 1046577 1050348 1055439 1134176 1134224 1142762 1181085 1186536 1201404 1237930 1304545 1317914 1350781 1374767 1392295 1399289 1437674 1504321 1508267 1525268 1530069 1545289 1641214 1690892 1705734 1753098 1818358 1834563 1871755 1873148 1887093 1899804 1905846 1930501 1978551 2071930 2145528 2244949,PublicTest
2104661,522987 540265 945567 1130281 1947736,PublicTest
2104694,84097 149743 343779 440388 550312 572698 690953 849783 930661 1285627 1680745 2104480 2111941 2196211 2211620 2222890,PublicTest
2105546,63110 82307 1004661 1010389 1010683 1029862 1108935 1157037 1211257 1273302 1391331 1485217 1603258 1727732 1731667 1742668 1821142 1921392,PublicTest
2107670,93884 222386 245310 423323 759698 776959 828559 1043171 1121555 1617313 1705338 1891056 2232627 2236885,PublicTest
2109031,163289 770239,PublicTest
2110184,55345 110177 167022 175990 190548 382489 396488 400554 428260 444401 478671 572609 693087 720858 805556 951667 1017470 1152843 1185157 1209782 1211800 1228032 1249684 1284947 1338454 1374295 1378020 1380388 1409813 1485050 1485424 1491866 1547650 1560191 1597545 1598345 1642742 1655890 1662338 1685056 1726850 1747767 1759141 1846275 1862431 1923619 2010494 2036801 2050577 2125471 2205794 2243159 2258527,PublicTest
2112924,12276 14196 33083 39370 42205 46842 52618 57001 58488 66275 89245 90628 91148 92771 92923 111465 113846 131353 145773 145990 151168 157468 160504 172800 172899 175456 196722 200444 207992 214751 217268 227186 229812 243075 246437 252617 257034 258243 259455 261424 288699 289872 297740 302323 302725 308303 313086 318366 319540 329983 339932 352463 360617 362512 376707 389943 399025 412344 429481 430391 432022 438930 445049 464322 477022 481344 484435 489629 494227 496255 501574 511304 518392 521426 550728 554226 566557 574592 598860 604283 604554 607374 632308 632521 640112 640327 643287 643932 644231 647164 648484 656165 663838 672932 696567 702967 708342 713201 724460 724668 727144 741925 746964 757850 759407 765452 768217 773350 777452 788232 791142 793249 796274 802926 807091 808807 809136 814181 827568 834955 848809 851652 853773 854243 858262 862992 873668 879703 891490 901167 907053 907236 918074 921532 934458 951328 951355 959189 963066 964360 968892 970063 976880 992708 1005083 1006951 1007291 1018029 1018418 1023959 1053274 1057483 1063948 1064699 1072285 1072729 1073624 1075529 1076172 1081753 1089844 1093019 1103793 1108809 1121982 1124973 1134318 1155748 1167923 1178472 1182203 1182307 1184702 1185460 1189888 1201016 1215112 1219780 1222503 1222852 1239854 1243177 1249942 1253160 1258565 1260566 1260630 1279387 1280440 1283031 1294659 1306182 1315707 1320534 1344906 1356811 1368964 1390741 1406388 1407407 1409868 1411347 1440999 1441642 1443817 1445966 1445973 1446992 1481651 1482166 1491360 1491837 1498290 1524028 1526710 1533869 1551878 1566983 1575434 1576930 1577696 1581171 1585599 1586367 1588678 1593807 1607526 1613980 1622487 1636523 1640373 1649380 1656714 1658342 1664757 1674899 1675863 1705388 1714928 1718361 1719494 1722656 1740732 1775288 1782119 1782120 1784829 1789422 1791667 1792934 1803382 1808160 1871366 1876767 1891114 1891149 1909514 1915789 1925240 1947808 1953644 1996452 2005171 2007974 2012691 2013425 2015177 2019051 2022154 2023518 2027827 2029401 2038822 2045743 2054380 2063869 2089460 2090702 2097821 2107902 2115407 2129475 2134390 2158300 2160212 2170678 2179732 2192547 2229143 2230823 2232953 2235530 2240421 2244442 2247053 2250858,PublicTest
2114621,32695 88487 133468 144092 186365 254915 287538 299370 305091 337387 370765 486644 545289 576131 580872 593628 632993 790671 809758 817225 832182 948810 977065 994664 1153031 1200321 1218830 1220453 1233021 1264335 1339973 1380068 1418834 1419618 1499815 1540271 1547143 1573649 1581078 1670620 1672140 1683031 1715397 1730030 1733036 1779340 1797795 1868169 1892298 1915788 1947327 2069279 2097878 2154659 2167303 2188540 2190883 2208696 2258973,PublicTest
2119886,11535 26691 28643 92530 126891 169624 288008 473447 507933 584270 600393 629687 668199 681034 707493 736506 744909 799892 852198 853231 917934 943981 969442 990943 1051008 1082801 1132912 1164069 1205651 1238857 1274690 1307947 1321012 1364441 1379653 1461495 1647925 1707304 1758678 1761714 1799748 1807608 1894341 1954217 1958201 2051845 2081219 2188656 2191234 2192200 2246003 2251011,PublicTest
2123997,642278 941791 989170 1313068 1387755 2227675,PublicTest
2124856,724972 1877663 2144521,PublicTest
2125695,34495 71075 114455 158653 448004 773008 940333 1008057 1128537 1179050 1228135 1780429 1866911 2067233 2096321 2155119,PublicTest
2129725,7504 35190 67928 101623 129029 146924 163044 202731 275527 276877 296139 422674 490506 585286 663198 665928 907100 1074026 1116168 1119909 1163928 1170325 1277976 1285317 1350178 1363517 1401945 1454261 1472903 1557190 1575588 1583067 1586066 1629879 1648778 1685546 1709822 1714890 1814534 1826111 1844084 1962982 2021887 2075440 2175673 2195671 2249708,PublicTest
2130168,81710 93479 121773 139686 150272 163512 219357 240715 242285 285334 444949 479436 569950 615004 719736 728690 739433 781169 828721 848843 849982 943532 953821 1005720 1022800 1034026 1186727 1198598 1232694 1266583 1441174 1447780 1497439 1524383 1590485 1607509 1660559 1704176 1831414 1858664 1915932 1962977 1993542 2174558,PublicTest
2132401,205716 543086 818740 1036071 1406118 1836542 1901499 1916696 2162981,PublicTest
